County,FileNumber,Measure Names,ProviderName,Measure Values
ESCAMBIA,100231,Available,WEST FLORIDA HOSPITAL,151
ESCAMBIA,100231,Available Capacity,WEST FLORIDA HOSPITAL,0.365617433
ESCAMBIA,100231,Total Staffed Bed Capacity,WEST FLORIDA HOSPITAL,413
ESCAMBIA,23960076,Bed Census,SELECT SPECIALTY HOSPITAL PENSACOLA,67
ESCAMBIA,23960076,Available,SELECT SPECIALTY HOSPITAL PENSACOLA,8
ESCAMBIA,23960076,Available Capacity,SELECT SPECIALTY HOSPITAL PENSACOLA,0.106666667
ESCAMBIA,23960076,Total Staffed Bed Capacity,SELECT SPECIALTY HOSPITAL PENSACOLA,75
FLAGLER,100118,Bed Census,ADVENTHEALTH PALM COAST,93
FLAGLER,100118,Available,ADVENTHEALTH PALM COAST,6
FLAGLER,100118,Available Capacity,ADVENTHEALTH PALM COAST,0.060606061
FLAGLER,100118,Total Staffed Bed Capacity,ADVENTHEALTH PALM COAST,99
FRANKLIN,100153,Bed Census,GEORGE E WEEMS MEMORIAL HOSPITAL,3
FRANKLIN,100153,Available,GEORGE E WEEMS MEMORIAL HOSPITAL,12
FRANKLIN,100153,Available Capacity,GEORGE E WEEMS MEMORIAL HOSPITAL,0.8
FRANKLIN,100153,Total Staffed Bed Capacity,GEORGE E WEEMS MEMORIAL HOSPITAL,15
GADSDEN,100159,Bed Census,"CAPITAL REGIONAL MEDICAL CENTER, GADSDEN MEMORIAL CAMPUS",0
GADSDEN,100159,Available,"CAPITAL REGIONAL MEDICAL CENTER, GADSDEN MEMORIAL CAMPUS",4
GADSDEN,100159,Available Capacity,"CAPITAL REGIONAL MEDICAL CENTER, GADSDEN MEMORIAL CAMPUS",1
GADSDEN,100159,Total Staffed Bed Capacity,"CAPITAL REGIONAL MEDICAL CENTER, GADSDEN MEMORIAL CAMPUS",4
GADSDEN,104000,Bed Census,FLORIDA STATE HOSPITAL,565
GADSDEN,104000,Available,FLORIDA STATE HOSPITAL,384
GADSDEN,104000,Available Capacity,FLORIDA STATE HOSPITAL,0.404636459
GADSDEN,104000,Total Staffed Bed Capacity,FLORIDA STATE HOSPITAL,949
GULF,23960084,Bed Census,ASCENSION SACRED HEART GULF,6
GULF,23960084,Available,ASCENSION SACRED HEART GULF,15
GULF,23960084,Available Capacity,ASCENSION SACRED HEART GULF,0.714285714
GULF,23960084,Total Staffed Bed Capacity,ASCENSION SACRED HEART GULF,21
HARDEE,100282,Bed Census,ADVENTHEALTH WAUCHULA,17
HARDEE,100282,Available,ADVENTHEALTH WAUCHULA,8
HARDEE,100282,Available Capacity,ADVENTHEALTH WAUCHULA,0.32
HARDEE,100282,Total Staffed Bed Capacity,ADVENTHEALTH WAUCHULA,25
HENDRY,100098,Bed Census,HENDRY REGIONAL MEDICAL CENTER,3
HENDRY,100098,Available,HENDRY REGIONAL MEDICAL CENTER,26
HENDRY,100098,Available Capacity,HENDRY REGIONAL MEDICAL CENTER,0.896551724
HENDRY,100098,Total Staffed Bed Capacity,HENDRY REGIONAL MEDICAL CENTER,29
HERNANDO,100071,Bed Census,BAYFRONT HEALTH BROOKSVILLE,63
HERNANDO,100071,Available,BAYFRONT HEALTH BROOKSVILLE,47
HERNANDO,100071,Available Capacity,BAYFRONT HEALTH BROOKSVILLE,0.427272727
HERNANDO,100071,Total Staffed Bed Capacity,BAYFRONT HEALTH BROOKSVILLE,110
HERNANDO,100264,Bed Census,OAK HILL HOSPITAL,250
HERNANDO,100264,Available,OAK HILL HOSPITAL,100
HERNANDO,100264,Available Capacity,OAK HILL HOSPITAL,0.285714286
HERNANDO,100264,Total Staffed Bed Capacity,OAK HILL HOSPITAL,350
HERNANDO,110054,Bed Census,SPRINGBROOK HOSPITAL,78
HERNANDO,110054,Available,SPRINGBROOK HOSPITAL,0
HERNANDO,110054,Available Capacity,SPRINGBROOK HOSPITAL,0
HERNANDO,110054,Total Staffed Bed Capacity,SPRINGBROOK HOSPITAL,78
HERNANDO,111525,Bed Census,BAYFRONT HEALTH SPRING HILL,50
HERNANDO,111525,Available,BAYFRONT HEALTH SPRING HILL,79
HERNANDO,111525,Available Capacity,BAYFRONT HEALTH SPRING HILL,0.612403101
HERNANDO,111525,Total Staffed Bed Capacity,BAYFRONT HEALTH SPRING HILL,129
HERNANDO,23960042,Bed Census,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SPRING HILL,58
HERNANDO,23960042,Available,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SPRING HILL,22
HERNANDO,23960042,Available Capacity,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SPRING HILL,0.275
HERNANDO,23960042,Total Staffed Bed Capacity,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SPRING HILL,80
HIGHLANDS,100049,Bed Census,HIGHLANDS REGIONAL MEDICAL CENTER,56
HIGHLANDS,100049,Available,HIGHLANDS REGIONAL MEDICAL CENTER,9
HIGHLANDS,100049,Available Capacity,HIGHLANDS REGIONAL MEDICAL CENTER,0.138461538
HIGHLANDS,100049,Total Staffed Bed Capacity,HIGHLANDS REGIONAL MEDICAL CENTER,65
HIGHLANDS,100109,Bed Census,ADVENTHEALTH SEBRING,137
HIGHLANDS,100109,Available,ADVENTHEALTH SEBRING,34
HIGHLANDS,100109,Available Capacity,ADVENTHEALTH SEBRING,0.198830409
HIGHLANDS,100109,Total Staffed Bed Capacity,ADVENTHEALTH SEBRING,171
HIGHLANDS,120013,Bed Census,ADVENTHEALTH LAKE PLACID,13
HIGHLANDS,120013,Available,ADVENTHEALTH LAKE PLACID,7
HIGHLANDS,120013,Available Capacity,ADVENTHEALTH LAKE PLACID,0.35
HIGHLANDS,120013,Total Staffed Bed Capacity,ADVENTHEALTH LAKE PLACID,20
HILLSBOROUGH,100069,Bed Census,ADVENTHEALTH CARROLLWOOD,86
HILLSBOROUGH,100069,Available,ADVENTHEALTH CARROLLWOOD,21
HILLSBOROUGH,100069,Available Capacity,ADVENTHEALTH CARROLLWOOD,0.196261682
HILLSBOROUGH,100069,Total Staffed Bed Capacity,ADVENTHEALTH CARROLLWOOD,107
HILLSBOROUGH,100075,Bed Census,ST JOSEPHS HOSPITAL,525
HILLSBOROUGH,100075,Available,ST JOSEPHS HOSPITAL,177
HILLSBOROUGH,100075,Available Capacity,ST JOSEPHS HOSPITAL,0.252136752
HILLSBOROUGH,100075,Total Staffed Bed Capacity,ST JOSEPHS HOSPITAL,702
HILLSBOROUGH,100115,Bed Census,KINDRED HOSPITAL-BAY AREA-TAMPA,58
HILLSBOROUGH,100115,Available,KINDRED HOSPITAL-BAY AREA-TAMPA,15
HILLSBOROUGH,100115,Available Capacity,KINDRED HOSPITAL-BAY AREA-TAMPA,0.205479452
HILLSBOROUGH,100115,Total Staffed Bed Capacity,KINDRED HOSPITAL-BAY AREA-TAMPA,73
HILLSBOROUGH,100128,Bed Census,TAMPA GENERAL HOSPITAL,854
HILLSBOROUGH,100128,Available,TAMPA GENERAL HOSPITAL,199
HILLSBOROUGH,100128,Available Capacity,TAMPA GENERAL HOSPITAL,0.188983856
HILLSBOROUGH,100128,Total Staffed Bed Capacity,TAMPA GENERAL HOSPITAL,"1,053"
HILLSBOROUGH,100132,Bed Census,SOUTH FLORIDA BAPTIST HOSPITAL,92
HILLSBOROUGH,100132,Available,SOUTH FLORIDA BAPTIST HOSPITAL,21
HILLSBOROUGH,100132,Available Capacity,SOUTH FLORIDA BAPTIST HOSPITAL,0.185840708
HILLSBOROUGH,100132,Total Staffed Bed Capacity,SOUTH FLORIDA BAPTIST HOSPITAL,113
HILLSBOROUGH,100143,Bed Census,KINDRED HOSPITAL-CENTRAL TAMPA,79
HILLSBOROUGH,100143,Available,KINDRED HOSPITAL-CENTRAL TAMPA,12
HILLSBOROUGH,100143,Available Capacity,KINDRED HOSPITAL-CENTRAL TAMPA,0.131868132
HILLSBOROUGH,100143,Total Staffed Bed Capacity,KINDRED HOSPITAL-CENTRAL TAMPA,91
HILLSBOROUGH,100173,Bed Census,ADVENTHEALTH TAMPA,409
HILLSBOROUGH,100173,Available,ADVENTHEALTH TAMPA,127
HILLSBOROUGH,100173,Available Capacity,ADVENTHEALTH TAMPA,0.236940299
HILLSBOROUGH,100173,Total Staffed Bed Capacity,ADVENTHEALTH TAMPA,536
HILLSBOROUGH,100206,Bed Census,MEMORIAL HOSPITAL OF TAMPA,114
HILLSBOROUGH,100206,Available,MEMORIAL HOSPITAL OF TAMPA,4
HILLSBOROUGH,100206,Available Capacity,MEMORIAL HOSPITAL OF TAMPA,0.033898305
HILLSBOROUGH,100206,Total Staffed Bed Capacity,MEMORIAL HOSPITAL OF TAMPA,118
HILLSBOROUGH,100243,Bed Census,BRANDON REGIONAL HOSPITAL,314
HILLSBOROUGH,100243,Available,BRANDON REGIONAL HOSPITAL,176
HILLSBOROUGH,100243,Available Capacity,BRANDON REGIONAL HOSPITAL,0.359183673
HILLSBOROUGH,100243,Total Staffed Bed Capacity,BRANDON REGIONAL HOSPITAL,490
HILLSBOROUGH,100255,Bed Census,TAMPA COMMUNITY HOSPITAL- A CAMPUS OF MEMORIAL HOSPITAL OF TAMPA,28
HILLSBOROUGH,100255,Available,TAMPA COMMUNITY HOSPITAL- A CAMPUS OF MEMORIAL HOSPITAL OF TAMPA,14
HILLSBOROUGH,100255,Available Capacity,TAMPA COMMUNITY HOSPITAL- A CAMPUS OF MEMORIAL HOSPITAL OF TAMPA,0.333333333
HILLSBOROUGH,100255,Total Staffed Bed Capacity,TAMPA COMMUNITY HOSPITAL- A CAMPUS OF MEMORIAL HOSPITAL OF TAMPA,42
HILLSBOROUGH,100259,Bed Census,SOUTH BAY HOSPITAL,71
HILLSBOROUGH,100259,Available,SOUTH BAY HOSPITAL,0
HILLSBOROUGH,100259,Available Capacity,SOUTH BAY HOSPITAL,0
HILLSBOROUGH,100259,Total Staffed Bed Capacity,SOUTH BAY HOSPITAL,71
HILLSBOROUGH,110009,Bed Census,H LEE MOFFITT CANCER CENTER & RESEARCH INSTITUTE HOSPITAL,218
HILLSBOROUGH,110009,Available,H LEE MOFFITT CANCER CENTER & RESEARCH INSTITUTE HOSPITAL,47
HILLSBOROUGH,110009,Available Capacity,H LEE MOFFITT CANCER CENTER & RESEARCH INSTITUTE HOSPITAL,0.177358491
HILLSBOROUGH,110009,Total Staffed Bed Capacity,H LEE MOFFITT CANCER CENTER & RESEARCH INSTITUTE HOSPITAL,265
HILLSBOROUGH,23960100,Bed Census,ST JOSEPHS HOSPITAL NORTH,104
HILLSBOROUGH,23960100,Available,ST JOSEPHS HOSPITAL NORTH,23
HILLSBOROUGH,23960100,Available Capacity,ST JOSEPHS HOSPITAL NORTH,0.181102362
HILLSBOROUGH,23960100,Total Staffed Bed Capacity,ST JOSEPHS HOSPITAL NORTH,127
HILLSBOROUGH,23960105,Bed Census,ST JOSEPHS HOSPITAL SOUTH,132
HILLSBOROUGH,23960105,Available,ST JOSEPHS HOSPITAL SOUTH,45
HILLSBOROUGH,23960105,Available Capacity,ST JOSEPHS HOSPITAL SOUTH,0.254237288
HILLSBOROUGH,23960105,Total Staffed Bed Capacity,ST JOSEPHS HOSPITAL SOUTH,177
HILLSBOROUGH,23960113,Bed Census,ST JOSEPHS HOSPITAL BEHAVIORAL HEALTH CENTER,60
HILLSBOROUGH,23960113,Available,ST JOSEPHS HOSPITAL BEHAVIORAL HEALTH CENTER,0
HILLSBOROUGH,23960113,Available Capacity,ST JOSEPHS HOSPITAL BEHAVIORAL HEALTH CENTER,0
HILLSBOROUGH,23960113,Total Staffed Bed Capacity,ST JOSEPHS HOSPITAL BEHAVIORAL HEALTH CENTER,60
HOLMES,100078,Bed Census,DOCTORS MEMORIAL HOSPITAL,7
HOLMES,100078,Available,DOCTORS MEMORIAL HOSPITAL,13
HOLMES,100078,Available Capacity,DOCTORS MEMORIAL HOSPITAL,0.65
HOLMES,100078,Total Staffed Bed Capacity,DOCTORS MEMORIAL HOSPITAL,20
INDIAN RIVER,100105,Bed Census,CLEVELAND CLINIC INDIAN RIVER HOSPITAL,172
INDIAN RIVER,100105,Available,CLEVELAND CLINIC INDIAN RIVER HOSPITAL,139
INDIAN RIVER,100105,Available Capacity,CLEVELAND CLINIC INDIAN RIVER HOSPITAL,0.446945338
INDIAN RIVER,100105,Total Staffed Bed Capacity,CLEVELAND CLINIC INDIAN RIVER HOSPITAL,311
INDIAN RIVER,100217,Bed Census,STEWARD SEBASTIAN RIVER MEDICAL CENTER,55
INDIAN RIVER,100217,Available,STEWARD SEBASTIAN RIVER MEDICAL CENTER,13
INDIAN RIVER,100217,Available Capacity,STEWARD SEBASTIAN RIVER MEDICAL CENTER,0.191176471
INDIAN RIVER,100217,Total Staffed Bed Capacity,STEWARD SEBASTIAN RIVER MEDICAL CENTER,68
INDIAN RIVER,110017,Bed Census,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TREASURE COAST,49
INDIAN RIVER,110017,Available,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TREASURE COAST,16
INDIAN RIVER,110017,Available Capacity,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TREASURE COAST,0.246153846
INDIAN RIVER,110017,Total Staffed Bed Capacity,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TREASURE COAST,65
JACKSON,100138,Bed Census,CAMPBELLTON-GRACEVILLE HOSPITAL,0
JACKSON,100138,Available,CAMPBELLTON-GRACEVILLE HOSPITAL,0
JACKSON,100138,Available Capacity,CAMPBELLTON-GRACEVILLE HOSPITAL,
JACKSON,100138,Total Staffed Bed Capacity,CAMPBELLTON-GRACEVILLE HOSPITAL,0
JACKSON,100142,Bed Census,JACKSON HOSPITAL,35
JACKSON,100142,Available,JACKSON HOSPITAL,55
JACKSON,100142,Available Capacity,JACKSON HOSPITAL,0.611111111
JACKSON,100142,Total Staffed Bed Capacity,JACKSON HOSPITAL,90
LAKE,100051,Bed Census,ORLANDO HEALTH SOUTH LAKE HOSPITAL,191
LAKE,100051,Available,ORLANDO HEALTH SOUTH LAKE HOSPITAL,14
LAKE,100051,Available Capacity,ORLANDO HEALTH SOUTH LAKE HOSPITAL,0.068292683
LAKE,100051,Total Staffed Bed Capacity,ORLANDO HEALTH SOUTH LAKE HOSPITAL,205
LAKE,100057,Bed Census,ADVENTHEALTH WATERMAN,214
LAKE,100057,Available,ADVENTHEALTH WATERMAN,86
LAKE,100057,Available Capacity,ADVENTHEALTH WATERMAN,0.286666667
LAKE,100057,Total Staffed Bed Capacity,ADVENTHEALTH WATERMAN,300
LAKE,100084,Bed Census,UF HEALTH LEESBURG HOSPITAL INC,209
LAKE,100084,Available,UF HEALTH LEESBURG HOSPITAL INC,121
LAKE,100084,Available Capacity,UF HEALTH LEESBURG HOSPITAL INC,0.366666667
LAKE,100084,Total Staffed Bed Capacity,UF HEALTH LEESBURG HOSPITAL INC,330
LAKE,100214,Bed Census,UF HEALTH LEESBURG SENIOR BEHAVIORAL HEALTH CENTER,11
LAKE,100214,Available,UF HEALTH LEESBURG SENIOR BEHAVIORAL HEALTH CENTER,10
LAKE,100214,Available Capacity,UF HEALTH LEESBURG SENIOR BEHAVIORAL HEALTH CENTER,0.476190476
LAKE,100214,Total Staffed Bed Capacity,UF HEALTH LEESBURG SENIOR BEHAVIORAL HEALTH CENTER,21
LAKE,104018,Bed Census,LIFESTREAM BEHAVIORAL CENTER,33
LAKE,104018,Available,LIFESTREAM BEHAVIORAL CENTER,13
LAKE,104018,Available Capacity,LIFESTREAM BEHAVIORAL CENTER,0.282608696
LAKE,104018,Total Staffed Bed Capacity,LIFESTREAM BEHAVIORAL CENTER,46
LEE,100012,Bed Census,LEE MEMORIAL HOSPITAL,271
LEE,100012,Available,LEE MEMORIAL HOSPITAL,43
LEE,100012,Available Capacity,LEE MEMORIAL HOSPITAL,0.136942675
LEE,100012,Total Staffed Bed Capacity,LEE MEMORIAL HOSPITAL,314
LEE,100107,Bed Census,LEHIGH REGIONAL MEDICAL CENTER,27
LEE,100107,Available,LEHIGH REGIONAL MEDICAL CENTER,17
LEE,100107,Available Capacity,LEHIGH REGIONAL MEDICAL CENTER,0.386363636
LEE,100107,Total Staffed Bed Capacity,LEHIGH REGIONAL MEDICAL CENTER,44
LEE,100220,Bed Census,GULF COAST MEDICAL CENTER LEE MEMORIAL HEALTH SYSTEM,405
LEE,100220,Available,GULF COAST MEDICAL CENTER LEE MEMORIAL HEALTH SYSTEM,137
LEE,100220,Available Capacity,GULF COAST MEDICAL CENTER LEE MEMORIAL HEALTH SYSTEM,0.252767528
LEE,100220,Total Staffed Bed Capacity,GULF COAST MEDICAL CENTER LEE MEMORIAL HEALTH SYSTEM,542
LEE,100244,Bed Census,CAPE CORAL HOSPITAL,248
LEE,100244,Available,CAPE CORAL HOSPITAL,27
LEE,100244,Available Capacity,CAPE CORAL HOSPITAL,0.098181818
LEE,100244,Total Staffed Bed Capacity,CAPE CORAL HOSPITAL,275
LEE,120005,Bed Census,HEALTHPARK MEDICAL CENTER,300
LEE,120005,Available,HEALTHPARK MEDICAL CENTER,153
LEE,120005,Available Capacity,HEALTHPARK MEDICAL CENTER,0.337748344
LEE,120005,Total Staffed Bed Capacity,HEALTHPARK MEDICAL CENTER,453
LEE,23960103,Bed Census,PARK ROYAL HOSPITAL,86
LEE,23960103,Available,PARK ROYAL HOSPITAL,28
LEE,23960103,Available Capacity,PARK ROYAL HOSPITAL,0.245614035
LEE,23960103,Total Staffed Bed Capacity,PARK ROYAL HOSPITAL,114
LEE,23960107,Bed Census,SELECT SPECIALTY HOSPITAL-FORT MYERS,42
LEE,23960107,Available,SELECT SPECIALTY HOSPITAL-FORT MYERS,18
LEE,23960107,Available Capacity,SELECT SPECIALTY HOSPITAL-FORT MYERS,0.3
LEE,23960107,Total Staffed Bed Capacity,SELECT SPECIALTY HOSPITAL-FORT MYERS,60
LEON,100135,Bed Census,TALLAHASSEE MEMORIAL HOSPITAL,476
LEON,100135,Available,TALLAHASSEE MEMORIAL HOSPITAL,74
LEON,100135,Available Capacity,TALLAHASSEE MEMORIAL HOSPITAL,0.134545455
LEON,100135,Total Staffed Bed Capacity,TALLAHASSEE MEMORIAL HOSPITAL,550
LEON,100254,Bed Census,CAPITAL REGIONAL MEDICAL CENTER,211
LEON,100254,Available,CAPITAL REGIONAL MEDICAL CENTER,59
LEON,100254,Available Capacity,CAPITAL REGIONAL MEDICAL CENTER,0.218518519
LEON,100254,Total Staffed Bed Capacity,CAPITAL REGIONAL MEDICAL CENTER,270
LEON,110021,Bed Census,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TALLAHASSEE,47
LEON,110021,Available,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TALLAHASSEE,10
LEON,110021,Available Capacity,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TALLAHASSEE,0.175438596
LEON,110021,Total Staffed Bed Capacity,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TALLAHASSEE,57
LEON,110044,Bed Census,EASTSIDE PSYCHIATRIC HOSPITAL,21
LEON,110044,Available,EASTSIDE PSYCHIATRIC HOSPITAL,11
LEON,110044,Available Capacity,EASTSIDE PSYCHIATRIC HOSPITAL,0.34375
LEON,110044,Total Staffed Bed Capacity,EASTSIDE PSYCHIATRIC HOSPITAL,32
LEON,23960059,Bed Census,SELECT SPECIALTY HOSPITAL - TALLAHASSEE,38
LEON,23960059,Available,SELECT SPECIALTY HOSPITAL - TALLAHASSEE,10
LEON,23960059,Available Capacity,SELECT SPECIALTY HOSPITAL - TALLAHASSEE,0.208333333
LEON,23960059,Total Staffed Bed Capacity,SELECT SPECIALTY HOSPITAL - TALLAHASSEE,48
MADISON,100004,Bed Census,MADISON COUNTY MEMORIAL HOSPITAL,8
MADISON,100004,Available,MADISON COUNTY MEMORIAL HOSPITAL,7
MADISON,100004,Available Capacity,MADISON COUNTY MEMORIAL HOSPITAL,0.466666667
MADISON,100004,Total Staffed Bed Capacity,MADISON COUNTY MEMORIAL HOSPITAL,15
MANATEE,100035,Bed Census,MANATEE MEMORIAL HOSPITAL,252
MANATEE,100035,Available,MANATEE MEMORIAL HOSPITAL,17
MANATEE,100035,Available Capacity,MANATEE MEMORIAL HOSPITAL,0.063197026
MANATEE,100035,Total Staffed Bed Capacity,MANATEE MEMORIAL HOSPITAL,269
MANATEE,100213,Bed Census,BLAKE MEDICAL CENTER,243
MANATEE,100213,Available,BLAKE MEDICAL CENTER,27
MANATEE,100213,Available Capacity,BLAKE MEDICAL CENTER,0.1
MANATEE,100213,Total Staffed Bed Capacity,BLAKE MEDICAL CENTER,270
MANATEE,110028,Bed Census,CENTERSTONE OF FLORIDA,31
MANATEE,110028,Available,CENTERSTONE OF FLORIDA,8
MANATEE,110028,Available Capacity,CENTERSTONE OF FLORIDA,0.205128205
MANATEE,110028,Total Staffed Bed Capacity,CENTERSTONE OF FLORIDA,39
MANATEE,110049,Bed Census,SUNCOAST BEHAVIORAL HEALTH CENTER,42
MANATEE,110049,Available,SUNCOAST BEHAVIORAL HEALTH CENTER,18
MANATEE,110049,Available Capacity,SUNCOAST BEHAVIORAL HEALTH CENTER,0.3
MANATEE,110049,Total Staffed Bed Capacity,SUNCOAST BEHAVIORAL HEALTH CENTER,60
MANATEE,23960046,Bed Census,LAKEWOOD RANCH MEDICAL CENTER,75
MANATEE,23960046,Available,LAKEWOOD RANCH MEDICAL CENTER,39
MANATEE,23960046,Available Capacity,LAKEWOOD RANCH MEDICAL CENTER,0.342105263
MANATEE,23960046,Total Staffed Bed Capacity,LAKEWOOD RANCH MEDICAL CENTER,114
MARION,100062,Bed Census,ADVENTHEALTH OCALA,265
MARION,100062,Available,ADVENTHEALTH OCALA,6
MARION,100062,Available Capacity,ADVENTHEALTH OCALA,0.022140221
MARION,100062,Total Staffed Bed Capacity,ADVENTHEALTH OCALA,271
MARION,100212,Bed Census,OCALA REGIONAL MEDICAL CENTER,242
MARION,100212,Available,OCALA REGIONAL MEDICAL CENTER,14
MARION,100212,Available Capacity,OCALA REGIONAL MEDICAL CENTER,0.0546875
MARION,100212,Total Staffed Bed Capacity,OCALA REGIONAL MEDICAL CENTER,256
MARION,23960039,Bed Census,WEST MARION COMMUNITY HOSPITAL,138
MARION,23960039,Available,WEST MARION COMMUNITY HOSPITAL,48
MARION,23960039,Available Capacity,WEST MARION COMMUNITY HOSPITAL,0.258064516
MARION,23960039,Total Staffed Bed Capacity,WEST MARION COMMUNITY HOSPITAL,186
MARION,23960060,Bed Census,KINDRED HOSPITAL OCALA,11
MARION,23960060,Available,KINDRED HOSPITAL OCALA,7
MARION,23960060,Available Capacity,KINDRED HOSPITAL OCALA,0.388888889
MARION,23960060,Total Staffed Bed Capacity,KINDRED HOSPITAL OCALA,18
MARION,23960073,Bed Census,THE VINES HOSPITAL,56
MARION,23960073,Available,THE VINES HOSPITAL,42
MARION,23960073,Available Capacity,THE VINES HOSPITAL,0.428571429
MARION,23960073,Total Staffed Bed Capacity,THE VINES HOSPITAL,98
MARION,23960109,Bed Census,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF OCALA,40
MARION,23960109,Available,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF OCALA,40
MARION,23960109,Available Capacity,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF OCALA,0.5
MARION,23960109,Total Staffed Bed Capacity,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF OCALA,80
MARTIN,100044,Bed Census,CLEVELAND CLINIC MARTIN NORTH HOSPITAL,90
MARTIN,100044,Available,CLEVELAND CLINIC MARTIN NORTH HOSPITAL,78
MARTIN,100044,Available Capacity,CLEVELAND CLINIC MARTIN NORTH HOSPITAL,0.464285714
MARTIN,100044,Total Staffed Bed Capacity,CLEVELAND CLINIC MARTIN NORTH HOSPITAL,168
MARTIN,120009,Bed Census,CLEVELAND CLINIC MARTIN SOUTH HOSPITAL,52
MARTIN,120009,Available,CLEVELAND CLINIC MARTIN SOUTH HOSPITAL,50
MARTIN,120009,Available Capacity,CLEVELAND CLINIC MARTIN SOUTH HOSPITAL,0.490196078
MARTIN,120009,Total Staffed Bed Capacity,CLEVELAND CLINIC MARTIN SOUTH HOSPITAL,102
MARTIN,23960112,Bed Census,ENCOMPASS HEALTH REHAB HOSPITAL AN AFFILIATE OF MARTIN HEALTH,68
MARTIN,23960112,Available,ENCOMPASS HEALTH REHAB HOSPITAL AN AFFILIATE OF MARTIN HEALTH,12
MARTIN,23960112,Available Capacity,ENCOMPASS HEALTH REHAB HOSPITAL AN AFFILIATE OF MARTIN HEALTH,0.15
MARTIN,23960112,Total Staffed Bed Capacity,ENCOMPASS HEALTH REHAB HOSPITAL AN AFFILIATE OF MARTIN HEALTH,80
MARTIN,23960125,Bed Census,CORAL SHORES BEHAVIORAL HEALTH,36
MARTIN,23960125,Available,CORAL SHORES BEHAVIORAL HEALTH,44
MARTIN,23960125,Available Capacity,CORAL SHORES BEHAVIORAL HEALTH,0.55
MARTIN,23960125,Total Staffed Bed Capacity,CORAL SHORES BEHAVIORAL HEALTH,80
MIAMI-DADE,100008,Bed Census,BAPTIST HOSPITAL OF MIAMI,591
MIAMI-DADE,100008,Available,BAPTIST HOSPITAL OF MIAMI,176
MIAMI-DADE,100008,Available Capacity,BAPTIST HOSPITAL OF MIAMI,0.229465450
MIAMI-DADE,100008,Total Staffed Bed Capacity,BAPTIST HOSPITAL OF MIAMI,767
MIAMI-DADE,100009,Bed Census,UNIVERSITY OF MIAMI HOSPITAL AND CLINICS-UHEALTH TOWER,289
MIAMI-DADE,100009,Available,UNIVERSITY OF MIAMI HOSPITAL AND CLINICS-UHEALTH TOWER,193
MIAMI-DADE,100009,Available Capacity,UNIVERSITY OF MIAMI HOSPITAL AND CLINICS-UHEALTH TOWER,0.400414938
MIAMI-DADE,100009,Total Staffed Bed Capacity,UNIVERSITY OF MIAMI HOSPITAL AND CLINICS-UHEALTH TOWER,482
MIAMI-DADE,100020,Bed Census,DOCTORS HOSPITAL,79
MIAMI-DADE,100020,Available,DOCTORS HOSPITAL,55
MIAMI-DADE,100020,Available Capacity,DOCTORS HOSPITAL,0.410447761
MIAMI-DADE,100020,Total Staffed Bed Capacity,DOCTORS HOSPITAL,134
MIAMI-DADE,100022,Bed Census,JACKSON MEMORIAL HOSPITAL,"1,348"
MIAMI-DADE,100022,Available,JACKSON MEMORIAL HOSPITAL,398
MIAMI-DADE,100022,Available Capacity,JACKSON MEMORIAL HOSPITAL,0.227949599
MIAMI-DADE,100022,Total Staffed Bed Capacity,JACKSON MEMORIAL HOSPITAL,"1,746"
MIAMI-DADE,100029,Bed Census,NORTH SHORE MEDICAL CENTER,210
MIAMI-DADE,100029,Available,NORTH SHORE MEDICAL CENTER,59
MIAMI-DADE,100029,Available Capacity,NORTH SHORE MEDICAL CENTER,0.219330855
MIAMI-DADE,100029,Total Staffed Bed Capacity,NORTH SHORE MEDICAL CENTER,269
MIAMI-DADE,100034,Bed Census,MOUNT SINAI MEDICAL CENTER,352
MIAMI-DADE,100034,Available,MOUNT SINAI MEDICAL CENTER,189
MIAMI-DADE,100034,Available Capacity,MOUNT SINAI MEDICAL CENTER,0.349353050
MIAMI-DADE,100034,Total Staffed Bed Capacity,MOUNT SINAI MEDICAL CENTER,541
MIAMI-DADE,100050,Bed Census,LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,65
MIAMI-DADE,100050,Available,LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,107
MIAMI-DADE,100050,Available Capacity,LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,0.622093023
MIAMI-DADE,100050,Total Staffed Bed Capacity,LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,172
